Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Date,Year,Month,Sentiment,Review_Length,Clean_Text,Processed_Text,Final_Text,Dominant_Topic,Topic_Name,Topic_Confidence
1933,B0016PKA1C,AL5822LXTBSDO,"S. Saites ""Garden Lover""",0,0,2,1344211200,The Picture is Misleading,"The Prepara Herb Savor Pod is advertised holding asparagus. That was why I purchased it, thinking it would be good for keeping asparagus fresh. In reality the pod will hold very few spears and they would need to be quite thin and short.  The ad is misleading. I'll keep it for storing herbs, but asparagus is out of the question.",2012-08-06,2012,2012-08,Negative,329,the prepara herb savor pod is advertised holding asparagus that was why i purchased it thinking it would be good for keeping asparagus fresh in reality the pod will hold very few spears and they would need to be quite thin and short the ad is misleading i ll keep it for storing herbs but asparagus is out of the question,prepara herb savor pod advertised holding asparagus purchased thinking would good keeping asparagus fresh reality pod hold spears would need quite thin short ad misleading keep storing herbs asparagus question,prepara herb savor pod advertised holding asparagus purchased thinking would good keeping asparagus fresh reality pod hold spear would need quite thin short ad misleading keep storing herb asparagus question,3,Tea & Beverages,0.025208
1934,B0016PKA1C,APYLBMTTC7SVS,L. Dahlgren,0,0,5,1298073600,I am buying more!,"I got this in my Christmas stocking from my stepfather.  We're both foodies, and try to cook like chefs in our homes.  I love this product.  I use this one for scallions/green onions which until recently always went bad before I could use all of them.  Sometimes I threw out more than 5, most times 2 or 3, but I honestly cannot remember the last time I used every single one.  That is, until now.  Inside the savor pod, they grow and keep for weeks (easily more than 3).  I am planning on buying the set of mini savor pods so I can actually use them for fresh herbs - storing my herbs in the same container as my onions is not a good idea.  The only drawback with this product is that the clear plastic cover is a little tricky to remove as others have mentioned, but wrestling with it is OK with me so long as I can use all my product before it goes bad.",2011-02-19,2011,2011-02,Positive,856,i got this in my christmas stocking from my stepfather we re both foodies and try to cook like chefs in our homes i love this product i use this one for scallions green onions which until recently always went bad before i could use all of them sometimes i threw out more than most times or but i honestly cannot remember the last time i used every single one that is until now inside the savor pod they grow and keep for weeks easily more than i am planning on buying the set of mini savor pods so i can actually use them for fresh herbs storing my herbs in the same container as my onions is not a good idea the only drawback with this product is that the clear plastic cover is a little tricky to remove as others have mentioned but wrestling with it is ok with me so long as i can use all my product before it goes bad,got christmas stocking stepfather foodies try cook like chefs homes love product use one scallions green onions recently always went bad could use sometimes threw times honestly cannot remember last time used every single one inside savor pod grow keep weeks easily planning buying set mini savor pods actually use fresh herbs storing herbs container onions good idea drawback product clear plastic cover little tricky remove others mentioned wrestling ok long use product goes bad,got christmas stocking stepfather foodie try cook like chef home love product use one scallion green onion recently always went bad could use sometimes threw time honestly cannot remember last time used every single one inside savor pod grow keep week easily planning buying set mini savor pod actually use fresh herb storing herb container onion good idea drawback product clear plastic cover little tricky remove others mentioned wrestling ok long use product go bad,3,Tea & Beverages,0.081118
1935,B000F4EU52,A2PNOU7NXB1JE4,"Peggy ""pab920""",14,17,1,1153008000,Inside of can corroded,"After I enptied the can, I noticed it was black in an area at the top of the can and appeared to be corroded. Of course I was afraid to eat the fruit, so I threw it away. I am waiting for a response from Native Forest to ascertain the type of metal can and if it is harmful. One would expect if they went to the effort to be certified as organic, they would use safe canning. I will post an addendum w/ their response.",2006-07-16,2006,2006-07,Negative,418,after i enptied the can i noticed it was black in an area at the top of the can and appeared to be corroded of course i was afraid to eat the fruit so i threw it away i am waiting for a response from native forest to ascertain the type of metal can and if it is harmful one would expect if they went to the effort to be certified as organic they would use safe canning i will post an addendum w their response,enptied noticed black area top appeared corroded course afraid eat fruit threw away waiting response native forest ascertain type metal harmful one would expect went effort certified organic would use safe canning post addendum w response,enptied noticed black area top appeared corroded course afraid eat fruit threw away waiting response native forest ascertain type metal harmful one would expect went effort certified organic would use safe canning post addendum w response,3,Tea & Beverages,0.032859
1936,B000F4EU52,A38DUAG2FRUMBK,David Daniel,8,9,1,1244073600,Not Safe!,After reading a previous review I carefully inspected the cans when they arrived. The cans were immaculate and very clean so I felt relieved. After cooling in the fridge I ate the first can. The fruit was very mushy and not attractive to look at and frankly a disapointment but did not taste rotten per say. Only minutes later though my mouth felt like acid was eating at it and was very painful for hours even after washing out my mouth. I eat much canned and fresh fruit and this was a first for me. Only days later my teeth and gums were infected and I had to go to the dentist for the pain was so bad. He found infection and I had to undergo a treatment of antibiotics and painkillers before I was finally ok again after about 2 weeks. SHEESH! Needless to say I threw out the remaining cans of fruit! The problem must be at the source as the cans and packaging were 1st rate and shining clean. Quality control must really suck. I'm all for natural but great care must be taken so contamination is avoided. This is a foreign product and their health standards may be lacking there. I would stay far away from this stuff if you value your health!,2009-06-04,2009,2009-06,Negative,1148,after reading a previous review i carefully inspected the cans when they arrived the cans were immaculate and very clean so i felt relieved after cooling in the fridge i ate the first can the fruit was very mushy and not attractive to look at and frankly a disapointment but did not taste rotten per say only minutes later though my mouth felt like acid was eating at it and was very painful for hours even after washing out my mouth i eat much canned and fresh fruit and this was a first for me only days later my teeth and gums were infected and i had to go to the dentist for the pain was so bad he found infection and i had to undergo a treatment of antibiotics and painkillers before i was finally ok again after about weeks sheesh needless to say i threw out the remaining cans of fruit the problem must be at the source as the cans and packaging were st rate and shining clean quality control must really suck i m all for natural but great care must be taken so contamination is avoided this is a foreign product and their health standards may be lacking there i would stay far away from this stuff if you value your health,reading previous review carefully inspected cans arrived cans immaculate clean felt relieved cooling fridge ate first fruit mushy attractive look frankly disapointment taste rotten per say minutes later though mouth felt like acid eating painful hours even washing mouth eat much canned fresh fruit first days later teeth gums infected go dentist pain bad found infection undergo treatment antibiotics painkillers finally ok weeks sheesh needless say threw remaining cans fruit problem must source cans packaging st rate shining clean quality control must really suck natural great care must taken contamination avoided foreign product health standards may lacking would stay far away stuff value health,reading previous review carefully inspected can arrived can immaculate clean felt relieved cooling fridge ate first fruit mushy attractive look frankly disapointment taste rotten per say minute later though mouth felt like acid eating painful hour even washing mouth eat much canned fresh fruit first day later teeth gum infected go dentist pain bad found infection undergo treatment antibiotic painkiller finally ok week sheesh needless say threw remaining can fruit problem must source can packaging st rate shining clean quality control must really suck natural great care must taken contamination avoided foreign product health standard may lacking would stay far away stuff value health,3,Tea & Beverages,0.067455
1937,B000F4EU52,A1S4Y637N2ZY7Y,Devra A. Freedman,3,3,1,1279670400,Tastes like mushy pineapple,This product was a complete disappointment. Tastes like mushy pineapple. There was no papaya taste.,2010-07-21,2010,2010-07,Negative,99,this product was a complete disappointment tastes like mushy pineapple there was no papaya taste,product complete disappointment tastes like mushy pineapple papaya taste,product complete disappointment taste like mushy pineapple papaya taste,3,Tea & Beverages,0.039901
1938,B000F4EU52,A6BL422N584T,OCK Products,2,2,1,1323475200,"Rotten, spoiled taste and look!!","I will never buy this item again!! I was addicted to it until the last order!! Fruits had foul smell, tasted rotten!! Was the expiration dates forged!?",2011-12-10,2011,2011-12,Negative,151,i will never buy this item again i was addicted to it until the last order fruits had foul smell tasted rotten was the expiration dates forged,never buy item addicted last order fruits foul smell tasted rotten expiration dates forged,never buy item addicted last order fruit foul smell tasted rotten expiration date forged,3,Tea & Beverages,0.031448
1939,B000F4EU52,A36WGHR8TO5DKT,"Goldwave ""shopper""",2,2,5,1239235200,Great Option for Keeping Fruit at Work,"I was amazed at how good this is for canned fruit (which I normally won't touch).  In particular I adore papayas and mangos.  The fruit juice instead of syrup is also very nice.  The easy pull-top on the can makes this a great item to stash in my desk drawer at work, so that I can have a fruit snack easily even if I was too busy or forgot to bring lunch.  So far I haven't gotten a can that had any problems.  The watermelon isn't crunchy - of course not! - but it's good, and certainly not ""slimy"".",2009-04-09,2009,2009-04,Positive,501,i was amazed at how good this is for canned fruit which i normally won t touch in particular i adore papayas and mangos the fruit juice instead of syrup is also very nice the easy pull top on the can makes this a great item to stash in my desk drawer at work so that i can have a fruit snack easily even if i was too busy or forgot to bring lunch so far i haven t gotten a can that had any problems the watermelon isn t crunchy of course not but it s good and certainly not slimy,amazed good canned fruit normally touch particular adore papayas mangos fruit juice instead syrup also nice easy pull top makes great item stash desk drawer work fruit snack easily even busy forgot bring lunch far gotten problems watermelon crunchy course good certainly slimy,amazed good canned fruit normally touch particular adore papaya mango fruit juice instead syrup also nice easy pull top make great item stash desk drawer work fruit snack easily even busy forgot bring lunch far gotten problem watermelon crunchy course good certainly slimy,3,Tea & Beverages,0.052371
1940,B000F4EU52,A374MHJO2OR1S4,R. Williams,4,5,5,1231372800,Great Dessert!,"This is great chilled and topped with fresh whipped cream.  It is my husband's new favorite dessert.<br /><br />I don't find the texture off-putting.  Of course, is isn't as crunchy as fresh fruit, but the taste is great.<br /><br />If I can get my husband to eat fruit instead of ice cream it gets an A in my book!",2009-01-08,2009,2009-01,Positive,315,this is great chilled and topped with fresh whipped cream it is my husband s new favorite dessert br br i don t find the texture off putting of course is isn t as crunchy as fresh fruit but the taste is great br br if i can get my husband to eat fruit instead of ice cream it gets an a in my book,great chilled topped fresh whipped cream husband new favorite dessert br br find texture putting course crunchy fresh fruit taste great br br get husband eat fruit instead ice cream gets book,great chilled topped fresh whipped cream husband new favorite dessert br br find texture putting course crunchy fresh fruit taste great br br get husband eat fruit instead ice cream get book,1,Food & Pet Products,0.104604
1941,B000F4EU52,AYWPUWMMWS40Y,sue,1,1,3,1274832000,tropical fruit,"I tried Tropical Pineapple it was delicious. I gave a bad review for Tropical Fruit Salad becuase it had watermelon and pineapple in it I think the two of these were competeing for the flavor. I see now thats what I think it was, probably not a bad product at all. Sue",2010-05-26,2010,2010-05,Neutral,268,i tried tropical pineapple it was delicious i gave a bad review for tropical fruit salad becuase it had watermelon and pineapple in it i think the two of these were competeing for the flavor i see now thats what i think it was probably not a bad product at all sue,tried tropical pineapple delicious gave bad review tropical fruit salad becuase watermelon pineapple think two competeing flavor see thats think probably bad product sue,tried tropical pineapple delicious gave bad review tropical fruit salad becuase watermelon pineapple think two competeing flavor see thats think probably bad product sue,3,Tea & Beverages,0.041234
1942,B000F4EU52,A2UK61LFJ2MMHR,Dorothy Tellez,2,3,5,1233532800,Best canned fruit I have ever eatten,"My 1 yr old Granddaughter, and I cannot get enough.<br />and it is good for you!",2009-02-02,2009,2009-02,Positive,80,my yr old granddaughter and i cannot get enough br and it is good for you,yr old granddaughter cannot get enough br good,yr old granddaughter cannot get enough br good,1,Food & Pet Products,0.055711
1943,B000F4EU52,A2JQ1PEOZK8L9Q,"Ms. Szymanski ""Perfume maven""",1,2,3,1175040000,Organic Fruit Review,"This fruit would be fine if it were not for the soft slimey textured watermelon and some other fruit that is in this can that is just slimey and icky. There are certain fruit that shouldn't be canned, and otherwise the crunchy pieces are fine. Much of the soft fruit I had to discard. Albeit, this item is good frozen and added to other fruit to make smoothie's then you don't have to taste the slime.",2007-03-28,2007,2007-03,Neutral,401,this fruit would be fine if it were not for the soft slimey textured watermelon and some other fruit that is in this can that is just slimey and icky there are certain fruit that shouldn t be canned and otherwise the crunchy pieces are fine much of the soft fruit i had to discard albeit this item is good frozen and added to other fruit to make smoothie s then you don t have to taste the slime,fruit would fine soft slimey textured watermelon fruit slimey icky certain fruit canned otherwise crunchy pieces fine much soft fruit discard albeit item good frozen added fruit make smoothie taste slime,fruit would fine soft slimey textured watermelon fruit slimey icky certain fruit canned otherwise crunchy piece fine much soft fruit discard albeit item good frozen added fruit make smoothie taste slime,3,Tea & Beverages,0.040016
1944,B005ATI9EU,A3LR0Y3LGKAND4,Mase,1,1,2,1344556800,Okay but some weird flavors,"EDIT:  I just noticed each bag is only 1.76 pounds, not 2.2.  My review is not 2 stars instead of three.<br /><br />First off, as you can probably guess by the pictures, these are sour gummies.  That isn't said in the description.  Also, each one is about 2 to 2 1/2 inches in length and 1/2 inch wide.<br /><br />Texture and flavor:  The came to me soft and with the same texture as most gummies such as peach rings.  The sourness is average, not overwhelming but not too little.  Where I took off the 2 stars was the flavor (most important part).  As I chewed them, a few different flavors hit my tongue, none of which tasted that great.  I couldn't make out any of them in-particular (not good at that anyways) but the combination was just plain strange.<br /><br />I could see myself getting through one bag but will probably give the other 3 away to nephews/niece.  After all, they will eat anything sugar coated right?",2012-08-10,2012,2012-08,Negative,924,edit i just noticed each bag is only pounds not my review is not stars instead of three br br first off as you can probably guess by the pictures these are sour gummies that isn t said in the description also each one is about to inches in length and inch wide br br texture and flavor the came to me soft and with the same texture as most gummies such as peach rings the sourness is average not overwhelming but not too little where i took off the stars was the flavor most important part as i chewed them a few different flavors hit my tongue none of which tasted that great i couldn t make out any of them in particular not good at that anyways but the combination was just plain strange br br i could see myself getting through one bag but will probably give the other away to nephews niece after all they will eat anything sugar coated right,edit noticed bag pounds review stars instead three br br first probably guess pictures sour gummies said description also one inches length inch wide br br texture flavor came soft texture gummies peach rings sourness average overwhelming little took stars flavor important part chewed different flavors hit tongue none tasted great make particular good anyways combination plain strange br br could see getting one bag probably give away nephews niece eat anything sugar coated right,edit noticed bag pound review star instead three br br first probably guess picture sour gummies said description also one inch length inch wide br br texture flavor came soft texture gummies peach ring sourness average overwhelming little took star flavor important part chewed different flavor hit tongue none tasted great make particular good anyways combination plain strange br br could see getting one bag probably give away nephew niece eat anything sugar coated right,1,Food & Pet Products,0.106428
1945,B001HBTGI8,A2G7BCXIH2RDBB,"D. Mckowan ""Martini Wielding Power-Reader""",10,10,4,1246838400,So much easier!,"I'm a big fan of the Dirty Martini - but I simply can't eat enough olives to keep up!<br /><br />Love this stuff - Not quite as tangy as Dirty Sue, but still very vibrant.",2009-07-06,2009,2009-07,Positive,171,i m a big fan of the dirty martini but i simply can t eat enough olives to keep up br br love this stuff not quite as tangy as dirty sue but still very vibrant,big fan dirty martini simply eat enough olives keep br br love stuff quite tangy dirty sue still vibrant,big fan dirty martini simply eat enough olive keep br br love stuff quite tangy dirty sue still vibrant,1,Food & Pet Products,0.063732
1946,B001HBTGI8,A2MND5PX55LHXL,pdan,7,7,5,1238371200,"makes a quick,tasty martini","We have reorderd this product many times...makes a great dirty martini..delivery is prompt, product well packed",2009-03-30,2009,2009-03,Positive,111,we have reorderd this product many times makes a great dirty martini delivery is prompt product well packed,reorderd product many times makes great dirty martini delivery prompt product well packed,reorderd product many time make great dirty martini delivery prompt product well packed,3,Tea & Beverages,0.068999
1947,B001HBTGI8,A2U8ACSYDKRX1W,"Teri ""Teri""",6,6,5,1246406400,Dirty Martini Olive Juice,This is an excellent product.  We always ran out of olive juice before we ran out of olives when making dirty martinis.  Now we have a terrific source for great tasting olive juice and our dirty martinis have never been better!,2009-07-01,2009,2009-07,Positive,227,this is an excellent product we always ran out of olive juice before we ran out of olives when making dirty martinis now we have a terrific source for great tasting olive juice and our dirty martinis have never been better,excellent product always ran olive juice ran olives making dirty martinis terrific source great tasting olive juice dirty martinis never better,excellent product always ran olive juice ran olive making dirty martini terrific source great tasting olive juice dirty martini never better,3,Tea & Beverages,0.032308
1948,B001HBTGI8,A36NV56UEUTJMH,"Joseph P. Sparks ""Joe Sparks golfer""",3,3,4,1260230400,A good dirty martini,"the last case (a different brand)we ordered from Amazon was so terrible we threw away the entire case.  However, the Boscoli brand is very good and we can enjoy a good dirty martini.",2009-12-08,2009,2009-12,Positive,182,the last case a different brand we ordered from amazon was so terrible we threw away the entire case however the boscoli brand is very good and we can enjoy a good dirty martini,last case different brand ordered amazon terrible threw away entire case however boscoli brand good enjoy good dirty martini,last case different brand ordered amazon terrible threw away entire case however boscoli brand good enjoy good dirty martini,3,Tea & Beverages,0.047698
1949,B001HBTGI8,AJTIL0DUZXS3Z,P.M. Nugent,1,1,3,1268524800,White Flecks?,What are the white flecks floating in my recently ordered bottles of Dirty Martini Olive Juice?,2010-03-14,2010,2010-03,Neutral,95,what are the white flecks floating in my recently ordered bottles of dirty martini olive juice,white flecks floating recently ordered bottles dirty martini olive juice,white fleck floating recently ordered bottle dirty martini olive juice,3,Tea & Beverages,0.016632
1950,B001HBTGI8,AXRAS7FLREODU,Joyce R VanArsdale,0,0,5,1350604800,Love this!,If you like Bloody Mary 's and dirty martinies this is a must. You won't be sorry. I'm so glad I found this product.,2012-10-19,2012,2012-10,Positive,116,if you like bloody mary s and dirty martinies this is a must you won t be sorry i m so glad i found this product,like bloody mary dirty martinies must sorry glad found product,like bloody mary dirty martinies must sorry glad found product,3,Tea & Beverages,0.034624
1951,B001HBTGI8,A8FLUHLFP5QIO,kevin krissow,0,0,5,1338768000,Better than the real stuff,This stuff is outragous. It is simply the best olive juice on the market. I tried another brand and it did not come close to Boscoli. This stuff is actually better than the olive juice that comes from the jar of olives. I would highly recommend this product.,2012-06-04,2012,2012-06,Positive,258,this stuff is outragous it is simply the best olive juice on the market i tried another brand and it did not come close to boscoli this stuff is actually better than the olive juice that comes from the jar of olives i would highly recommend this product,stuff outragous simply best olive juice market tried another brand come close boscoli stuff actually better olive juice comes jar olives would highly recommend product,stuff outragous simply best olive juice market tried another brand come close boscoli stuff actually better olive juice come jar olive would highly recommend product,3,Tea & Beverages,0.055557
1952,B001HBTGI8,A3V0JZF9SFQ4AF,"D. Miles ""Happy Camper""",0,0,5,1332720000,This is the stuff !!,"I've tried a few different 'Dirty Martini' mix's, etc. but I prefer the actual juice from the olive jar. Well, as any experienced dirty martini drinker knows; you soon have way too many olives and not enough juice. Boscoli Family Dirty Martini Olive Juice is the real thing. I usually buy 4 of the 25oz. bottles and that'll last me several months. Shipping is pricey but the bottles come not only packed in peanuts but also bubble wrapped. They pack 'em in a sturdy cardboard box and tape it up real well. I live in a rural area and usually get my order in about 4 days. Fantastic experience all the way around.",2012-03-26,2012,2012-03,Positive,611,i ve tried a few different dirty martini mix s etc but i prefer the actual juice from the olive jar well as any experienced dirty martini drinker knows you soon have way too many olives and not enough juice boscoli family dirty martini olive juice is the real thing i usually buy of the oz bottles and that ll last me several months shipping is pricey but the bottles come not only packed in peanuts but also bubble wrapped they pack em in a sturdy cardboard box and tape it up real well i live in a rural area and usually get my order in about days fantastic experience all the way around,tried different dirty martini mix etc prefer actual juice olive jar well experienced dirty martini drinker knows soon way many olives enough juice boscoli family dirty martini olive juice real thing usually buy oz bottles last several months shipping pricey bottles come packed peanuts also bubble wrapped pack em sturdy cardboard box tape real well live rural area usually get order days fantastic experience way around,tried different dirty martini mix etc prefer actual juice olive jar well experienced dirty martini drinker know soon way many olive enough juice boscoli family dirty martini olive juice real thing usually buy oz bottle last several month shipping pricey bottle come packed peanut also bubble wrapped pack em sturdy cardboard box tape real well live rural area usually get order day fantastic experience way around,3,Tea & Beverages,0.059206
1953,B001HBTGI8,A1Y95M22CAXJPL,ballyeagna,0,0,5,1323216000,My husband loves his Dirty Martinis...,"He never has enough juice left over from his jar of olives, we therefore end up with more olives then we can eat, just buying the juice makes alot of sense.",2011-12-07,2011,2011-12,Positive,156,he never has enough juice left over from his jar of olives we therefore end up with more olives then we can eat just buying the juice makes alot of sense,never enough juice left jar olives therefore end olives eat buying juice makes alot sense,never enough juice left jar olive therefore end olive eat buying juice make alot sense,3,Tea & Beverages,0.032859
1954,B001HBTGI8,A2HWA1SN3JW1YZ,"E. Barnes ""Vatoblanco""",0,0,5,1304899200,Dirty Martini Olive Juice,"Excellent service & price for the product, order shipped quickly & received in good condition. Will be ordering again as long as the price stays this good. You really can't beat the price.",2011-05-09,2011,2011-05,Positive,188,excellent service price for the product order shipped quickly received in good condition will be ordering again as long as the price stays this good you really can t beat the price,excellent service price product order shipped quickly received good condition ordering long price stays good really beat price,excellent service price product order shipped quickly received good condition ordering long price stay good really beat price,3,Tea & Beverages,0.083103
1955,B001HBTGI8,A20FYL3KJ5KRU5,Louis Galizio,0,0,2,1298937600,olive juice,I purchased this item because it was cheaper than other olive juices. i was looking for a good quality olive juice for martinis. i was pretty disappointed. the juice is very strong. i followed the instructions and put the ratio on the bottle into the shaker and made a martini. the ratio was 2 part vodka to 1 part olive juice. it was way too salty. the olive juice was over powering. i made a decent dirty martini with 2 parts vodka 1/4 part olive juice. i would not recommend this item.,2011-03-01,2011,2011-03,Negative,488,i purchased this item because it was cheaper than other olive juices i was looking for a good quality olive juice for martinis i was pretty disappointed the juice is very strong i followed the instructions and put the ratio on the bottle into the shaker and made a martini the ratio was part vodka to part olive juice it was way too salty the olive juice was over powering i made a decent dirty martini with parts vodka part olive juice i would not recommend this item,purchased item cheaper olive juices looking good quality olive juice martinis pretty disappointed juice strong followed instructions put ratio bottle shaker made martini ratio part vodka part olive juice way salty olive juice powering made decent dirty martini parts vodka part olive juice would recommend item,purchased item cheaper olive juice looking good quality olive juice martini pretty disappointed juice strong followed instruction put ratio bottle shaker made martini ratio part vodka part olive juice way salty olive juice powering made decent dirty martini part vodka part olive juice would recommend item,3,Tea & Beverages,0.031492
1956,B001HBTGI8,A2IGNVVY8NY3L1,Peg,0,0,5,1289779200,Great Dirty Matinis,"The olive juice I purchased was not only inexpensive, but has a great flavor.  I have looked for a long time to buy olive juice for martinis, but I could not find anyone that carried it.  thanks Amazon.",2010-11-15,2010,2010-11,Positive,202,the olive juice i purchased was not only inexpensive but has a great flavor i have looked for a long time to buy olive juice for martinis but i could not find anyone that carried it thanks amazon,olive juice purchased inexpensive great flavor looked long time buy olive juice martinis could find anyone carried thanks amazon,olive juice purchased inexpensive great flavor looked long time buy olive juice martini could find anyone carried thanks amazon,3,Tea & Beverages,0.051767
1957,B001HBTGI8,A3O25UK3UVDD1N,"Cecil R. Redd, Jr.",0,0,4,1280793600,Dirty Martini,"This product is great if you want a dirty martini, I highly recommend this product and it saves you from buying olives and wasting just to get the brine.",2010-08-03,2010,2010-08,Positive,153,this product is great if you want a dirty martini i highly recommend this product and it saves you from buying olives and wasting just to get the brine,product great want dirty martini highly recommend product saves buying olives wasting get brine,product great want dirty martini highly recommend product save buying olive wasting get brine,3,Tea & Beverages,0.057569
1958,B001HBTGI8,A2ZKYNZ52F3W2S,Michael L. Neeser,1,2,1,1319241600,Not really olive juice,Ordered this a few months ago only to find it is just basically lactic acid.  Read the ingredients.  The main label says olive juice by no such thing.  I am going to suggest that Amazon take this off the website.,2011-10-22,2011,2011-10,Negative,212,ordered this a few months ago only to find it is just basically lactic acid read the ingredients the main label says olive juice by no such thing i am going to suggest that amazon take this off the website,ordered months ago find basically lactic acid read ingredients main label says olive juice thing going suggest amazon take website,ordered month ago find basically lactic acid read ingredient main label say olive juice thing going suggest amazon take website,3,Tea & Beverages,0.048286
1959,B001HBTGI8,A3PGAEF216LDQU,tyg3rstyl3,0,1,2,1327276800,It's not worth it!,"This product is simply for cheap liquor since taste and quality is not important!  I prefer to drink my Grey Goose straight; however, on occasion it is absolutely delicious with a very tiny splash of olive juice.  This product was a a quick fix for me to stop purchasing olives in order to use the juice.  It's not worth it!!  The after taste is worse!!",2012-01-23,2012,2012-01,Negative,353,this product is simply for cheap liquor since taste and quality is not important i prefer to drink my grey goose straight however on occasion it is absolutely delicious with a very tiny splash of olive juice this product was a a quick fix for me to stop purchasing olives in order to use the juice it s not worth it the after taste is worse,product simply cheap liquor since taste quality important prefer drink grey goose straight however occasion absolutely delicious tiny splash olive juice product quick fix stop purchasing olives order use juice worth taste worse,product simply cheap liquor since taste quality important prefer drink grey goose straight however occasion absolutely delicious tiny splash olive juice product quick fix stop purchasing olive order use juice worth taste worse,3,Tea & Beverages,0.052304
1960,B00473VNHK,AHHKCSGLY109E,Sunshine,0,0,5,1340841600,Morton Sea Salt,We use and buy sea salt instead of regular salt like sea salt came as promised in good condition have nothing else to say,2012-06-28,2012,2012-06,Positive,121,we use and buy sea salt instead of regular salt like sea salt came as promised in good condition have nothing else to say,use buy sea salt instead regular salt like sea salt came promised good condition nothing else say,use buy sea salt instead regular salt like sea salt came promised good condition nothing else say,2,Chips & Snack Flavors,0.072241
1961,B00473VNHK,ASRXS63OHE00O,Rachel Ling,1,2,2,1296259200,Hard to control the quantity.,"Sea salt is more easily administered with a salt mill. This is just a salt shaker that delivers uncontrollable amounts of sea salt and anti-caking agent into your food, and no iodide. The anti-caking agent isn't event that effective, so the salt either comes out in clumps or gets stuck at the exit. Stay away!",2011-01-29,2011,2011-01,Negative,310,sea salt is more easily administered with a salt mill this is just a salt shaker that delivers uncontrollable amounts of sea salt and anti caking agent into your food and no iodide the anti caking agent isn t event that effective so the salt either comes out in clumps or gets stuck at the exit stay away,sea salt easily administered salt mill salt shaker delivers uncontrollable amounts sea salt anti caking agent food iodide anti caking agent event effective salt either comes clumps gets stuck exit stay away,sea salt easily administered salt mill salt shaker delivers uncontrollable amount sea salt anti caking agent food iodide anti caking agent event effective salt either come clump get stuck exit stay away,2,Chips & Snack Flavors,0.0534
1962,B004H4R0YO,A2L3ATJQPPDJ86,Willie P.,0,0,5,1320019200,Great Cooking Oil !,"Love this Balance Blend of Oils , especially in mix batters such as : Pancake , Cornbread ,Cake , Etc... , a good oil to ingest !",2011-10-31,2011,2011-10,Positive,129,love this balance blend of oils especially in mix batters such as pancake cornbread cake etc a good oil to ingest,love balance blend oils especially mix batters pancake cornbread cake etc good oil ingest,love balance blend oil especially mix batter pancake cornbread cake etc good oil ingest,3,Tea & Beverages,0.048844
1963,B001FQ0UEE,A1NBK07JEBCFI,Jess,5,5,5,1270944000,Yum,I used to buy these at World Market however they discontinued them :(<br />So I am forced to buy them online!  The rose and violet flavors are good however I did not like the anise flavor because they were too strong and licorice tasting for me.<br /><br />I carry these in my purse to freshen my breath and they are really good.<br />Also the tin is very cute.,2010-04-11,2010,2010-04,Positive,361,i used to buy these at world market however they discontinued them br so i am forced to buy them online the rose and violet flavors are good however i did not like the anise flavor because they were too strong and licorice tasting for me br br i carry these in my purse to freshen my breath and they are really good br also the tin is very cute,used buy world market however discontinued br forced buy online rose violet flavors good however like anise flavor strong licorice tasting br br carry purse freshen breath really good br also tin cute,used buy world market however discontinued br forced buy online rose violet flavor good however like anise flavor strong licorice tasting br br carry purse freshen breath really good br also tin cute,1,Food & Pet Products,0.104112
1964,B001FQ0UEE,A3J777SEKHAXWH,Cheryl Whittenburg,4,4,5,1275436800,More Than A Little Mint,"Can't live without these little jewels.  Not only is there a surprise in the middle, but it takes me right to the French countryside while enjoying them.",2010-06-02,2010,2010-06,Positive,153,can t live without these little jewels not only is there a surprise in the middle but it takes me right to the french countryside while enjoying them,live without little jewels surprise middle takes right french countryside enjoying,live without little jewel surprise middle take right french countryside enjoying,3,Tea & Beverages,0.018913
1965,B001FQ0UEE,ABWUZU0SCL5PW,Howard M.,2,2,5,1313539200,Absolutely wonderful,"A family favorite.  These are really unique treats.  The wonderful taste of flowers.  The violet and rose are great.  Orange blossom wasn't to my liking.  The company that makes them have been around for hundreds of years.  They are made in a small French town that was featured in a movie called ""Chocolat.""",2011-08-17,2011,2011-08,Positive,308,a family favorite these are really unique treats the wonderful taste of flowers the violet and rose are great orange blossom wasn t to my liking the company that makes them have been around for hundreds of years they are made in a small french town that was featured in a movie called chocolat,family favorite really unique treats wonderful taste flowers violet rose great orange blossom liking company makes around hundreds years made small french town featured movie called chocolat,family favorite really unique treat wonderful taste flower violet rose great orange blossom liking company make around hundred year made small french town featured movie called chocolat,3,Tea & Beverages,0.044751
1966,B001FQ0UEE,AN0P53MA2FSDX,pfft,2,2,5,1310342400,Great to feed others!,"I love these.  I love any floral flavored product. The best part is when people ask for a mint or candy or whatever,  offer these but don't tell the flavor.  The reactions are YouTube worthy.",2011-07-11,2011,2011-07,Positive,191,i love these i love any floral flavored product the best part is when people ask for a mint or candy or whatever offer these but don t tell the flavor the reactions are youtube worthy,love love floral flavored product best part people ask mint candy whatever offer tell flavor reactions youtube worthy,love love floral flavored product best part people ask mint candy whatever offer tell flavor reaction youtube worthy,3,Tea & Beverages,0.043234
