Id,ProductId,Score,Summary,Text,Date,Year,Month,Sentiment,Review_Length,Final_Text,Dominant_Topic
1542,B000E7WM0K,5,Taste of Thai Coconut Ginger soup,I really like this soup.  It is mild and I don't like anything that is to hot.  IT is just right.  Has a good flavor and is something I can take to work and pop in the microwave. I would buy it again and again.,2009-10-20,2009,2009-10,Positive,210,really like soup mild like anything hot right good flavor something take work pop microwave would buy,3
1543,B000E7WM0K,5,Delicious!,"This is quick, easy and portable, and I think it tastes great! It's my favorite flavor.",2009-06-21,2009,2009-06,Positive,87,quick easy portable think taste great favorite flavor,3
1544,B000E7WM0K,3,OKAY IN A PINCH...,I bought these at walmart for less then $2.00 dollars a box.There over  $2.80 a box @Amazon for (box of six).Then you need to add another $7.00 dollars to your order to get free shipping ....I would not buy these again could be better if you added chicken or an egg like other reviewers mentioned. My box does say gluten free so maybe there are 2 versions.,2009-05-11,2009,2009-05,Neutral,356,bought walmart less dollar box box amazon box six need add another dollar order get free shipping would buy could better added chicken egg like reviewer mentioned box say gluten free maybe version,3
1545,B000E7WM0K,3,Now containing gluten!,"A year or so ago, I use to buy these quite often because they were gluten-free.  Last month I decided to order some again and this product no longer says ""gluten-free"" on the packaging and contains wheat.  I didn't want them to go to waste, so I ate one anyway.  I became very sick.  I do enjoy this product but will not be purchasing again because of the wheat.  Just a warning for those of you who also have issues with wheat/gluten.",2009-03-01,2009,2009-03,Neutral,435,year ago use buy quite often gluten free last month decided order product longer say gluten free packaging contains wheat want go waste ate one anyway became sick enjoy product purchasing wheat warning also issue wheat gluten,3
1546,B000E7WM0K,2,"not bad, but I won't reorder","Thanks for the egg tip, it works very well and really helps this product.  Nevertheless, I ended up giving away three of the six containers because I was not thrilled with the nutritional information.",2007-11-30,2007,2007-11,Negative,200,thanks egg tip work well really help product nevertheless ended giving away three six container thrilled nutritional information,3
1547,B000E7WM0K,4,Great gluten free quick fix meal,"It's very tasty and very easy to make.  If you're in need of a very quick, filling meal and it needs to be gluten free, this works out great.  Try the Thai Peanut one, too.",2007-03-15,2007,2007-03,Positive,172,tasty easy make need quick filling meal need gluten free work great try thai peanut one,3
1548,B000E7WM0K,5,Easy and delicious,"We ordered a pack of these and ate through them very quickly! My husband and I both like taking them to work for lunch. Here's my recipe, so that I get more protein: I slip a fresh unbroken egg into the box before I leave home in the morning, then I add the egg to the water before I cook it at lunchtime.",2006-11-27,2006,2006-11,Positive,305,ordered pack ate quickly husband like taking work lunch recipe get protein slip fresh unbroken egg box leave home morning add egg water cook lunchtime,3
1549,B000E7WM0K,4,Gluten free goodness,Very tasty gluten-free option.  My kids loved it as it wasn't too spicy.,2006-11-09,2006,2006-11,Positive,72,tasty gluten free option kid loved spicy,3
1550,B000E7WM0K,4,Tasty and Easy,The Thai Coconut Ginger Noodles are quick and easy to prepare. You will be rewarded with delicious noodles to enjoy by yourself or share as a side dish with another noodle enjoyer.,2006-08-25,2006,2006-08,Positive,180,thai coconut ginger noodle quick easy prepare rewarded delicious noodle enjoy share side dish another noodle enjoyer,3
1551,B000E7WM0K,5,"Quick, Yummy, Unusual Soup",I liked this so much that I re-ordered and will keep<br /><br />re-ordering.,2006-08-21,2006,2006-08,Positive,76,liked much ordered keep br br ordering,1
1552,B000E7WM0K,2,Eh...,"I had recently tried a similar product from Trader Joe's and, not having a TJ's around me presently, I decided to try this more readily-available variation.  I didn't really like this thing too much.  For starters, there is too much packaging for my liking.  Too many things to throw away.  And I agree with a previous reviewer that they're kind of big cartons for how much they hold.  Inside the container are 4 packages - one for noodles, and three for various seasonings.  Then you have to add water.  They give you a fill line, but it's kind of awkward.  Then microwave for 3 minutes.  Then stir, then microwave again for one minute.  The one from Trader Joe's only has two packets - one for noodles, one for sauce - and no water involved.  Just microwave for 2 minutes and you're done.  And those are a lot tastier.  I didn't like the texture of this thing (everything clumped together too much) and it really didn't have much taste, especially considering the three different packets of seasoning I put in.  Time to try a couple of the other brands of these things...",2007-04-09,2007,2007-04,Negative,1073,recently tried similar product trader joe tj around presently decided try readily available variation really like thing much starter much packaging liking many thing throw away agree previous reviewer kind big carton much hold inside container package one noodle three various seasoning add water give fill line kind awkward microwave minute stir microwave one minute one trader joe two packet one noodle one sauce water involved microwave minute done lot tastier like texture thing everything clumped together much really much taste especially considering three different packet seasoning put time try couple brand thing,3
1553,B000E7WM0K,1,Horrible smell,I bought these for my son to take to work for lunch. Apparently his co-workers found the smell so offensive they asked him not to eat it at work again. Maybe it was a bad batch...,2008-01-03,2008,2008-01,Negative,179,bought son take work lunch apparently co worker found smell offensive asked eat work maybe bad batch,3
1554,B000E7WM0K,3,For $2.00 a box it's okay,"I don't plan on reordering it, but it was definitely edible and filling since I added chicken.",2007-01-09,2007,2007-01,Neutral,94,plan reordering definitely edible filling since added chicken,3
1555,B000E7WM0K,1,Tasteless mess,"I tried these as I love Thai food, ginger and coconut. That was my problem, as this mess does not even vaguely resemble Thai food and has no discernible ginger or coconut taste. Plus, the noodles stick together, even when prepared as suggested, and come out in a big clump when you try to eat them.<br /><br />Also, the nutrition label is misleading. I am dieting and read labels very carefully. This says a serving is one cup and also says one package weighs 4oz (half a cup). I figured, as it did not say otherwise and as this type of meal is usually one serving, that after adding water there would be one serving per package. Not so, one package is actually two servings, or over 500 calories. This is far more than any other pre-packaged noodle meal I have seen.<br /><br />The excessive calorie content might have been OK had the product tasted good, but it doesn't. I would definitely recommend you stay away from this mess.",2007-04-11,2007,2007-04,Negative,931,tried love thai food ginger coconut problem mess even vaguely resemble thai food discernible ginger coconut taste plus noodle stick together even prepared suggested come big clump try eat br br also nutrition label misleading dieting read label carefully say serving one cup also say one package weighs oz half cup figured say otherwise type meal usually one serving adding water would one serving per package one package actually two serving calorie far pre packaged noodle meal seen br br excessive calorie content might ok product tasted good would definitely recommend stay away mess,3
1556,B000E7WM0U,5,Yum!,"This is a great and delicious way to eat Thia food at home.  Just ""melt"" the entire packet (if you like it spicy) into two cans of coconut milk in a pan.  Then add your favorite meat and veggies.  I usually use chicken strips and a bag of frozen asian veggies.",2007-02-12,2007,2007-02,Positive,260,great delicious way eat thia food home melt entire packet like spicy two can coconut milk pan add favorite meat veggie usually use chicken strip bag frozen asian veggie,3
1557,B000E7WM0U,5,tasty and so easy,"While the restaurants always do it best, these curry pastes are pretty tasty. It's easy to use,  fast, and you can add the meat and veggies of your choice. For those of you scared of something spicy, you might use a little less, but for most, it's just right, and for those that like it spicier, you can add a little crushed red pepper. Since the coconut milk has to be added separately, you can also control the fat content--you can go light or go with the much yummier, creamy stuff. I find the green curry is a little sweeter than the red and panang curries, and is maybe a little less spicy.",2007-05-20,2007,2007-05,Positive,595,restaurant always best curry paste pretty tasty easy use fast add meat veggie choice scared something spicy might use little less right like spicier add little crushed red pepper since coconut milk added separately also control fat content go light go much yummier creamy stuff find green curry little sweeter red panang curry maybe little less spicy,3
1558,B000E7WM0U,5,Hot Hot Hot,Much hotter than your normal green curry. One pack makes many servings.,2006-11-03,2006,2006-11,Positive,71,much hotter normal green curry one pack make many serving,3
1559,B000E7WM0U,4,Very Good Thai Green Curry!!!,"Used to use another brand (that changed), in a jar, but this is so much better! Has a very pleasing hot spicy taste with a hint of lemon/lime and a good amount of heat. It is a little too salty though, if you like to use a fair amount to ""spice it up"". We wish it had a lower sodium content. While, made from scratch with fresh ingredients is always better; this is the next best thing! Really good with chicken, beef, pork, tofu and veggie dishes. Quick and easy to make good-for-you meals. We don't like the packaging and wish it were in a jar, but other than that and the sodium content, we like it. Will buy again!",2010-06-02,2010,2010-06,Positive,618,used use another brand changed jar much better pleasing hot spicy taste hint lemon lime good amount heat little salty though like use fair amount spice wish lower sodium content made scratch fresh ingredient always better next best thing really good chicken beef pork tofu veggie dish quick easy make good meal like packaging wish jar sodium content like buy,3
1560,B000E7WM0U,5,Curry Paste,"Second order.  Very good, hot which I like but best to sample as per your preferences.",2010-10-29,2010,2010-10,Positive,86,second order good hot like best sample per preference,3
1561,B000E7WM0U,5,"Tons of flavor, very spicy, excellent.","I was really impressed with this.  There are many flavors, and quite a bit of heat.  With this and your favorite brand of cocunut milk you can make some great Thai curries at home.",2010-02-20,2010,2010-02,Positive,180,really impressed many flavor quite bit heat favorite brand cocunut milk make great thai curry home,3
1562,B0052BRVTK,5,House Blend is good coffee,"Different flavors for different people.  Not everyone is going to like this just as others, like me, will love this coffee.<br /><br />It's totally subjective.<br /><br />I give it 5 stars.  I enjoy this coffee a lot and the price is very reasonable, in my opinion.  It matches my local big box grocery store.",2012-09-12,2012,2012-09,Positive,309,different flavor different people everyone going like others like love coffee br br totally subjective br br give star enjoy coffee lot price reasonable opinion match local big box grocery store,5
1563,B001EU5S9S,5,my order,"I was at a 5 star hotel and was served this tea during a meeting.  It was fantastic.  I asked the server if they could get me the name of the company, but they were unable.  Thank goodness for Amazon I was able to find it.  It's the best I have had in many years.  It arrived on time and very securely packed.",2012-07-27,2012,2012-07,Positive,309,star hotel served tea meeting fantastic asked server could get name company unable thank goodness amazon able find best many year arrived time securely packed,4
1564,B001EU5S9S,5,DELICIOUS!,"I totally love this tea.  It brews to a beautiful reddish color.  It is very aromatic and beautiful to look at.  It could be potpourri.  I love the sachets it comes in - very elegant.  I just bought my third canister of it this morning.  I have everyone at my office and my friends loving it, too!  Best with honey pearls also sold by White Lion Tea.  And it's organic!",2009-12-31,2009,2009-12,Positive,369,totally love tea brew beautiful reddish color aromatic beautiful look could potpourri love sachet come elegant bought third canister morning everyone office friend loving best honey pearl also sold white lion tea organic,4
1565,B001EU5S9S,5,Soooooo good!!!,This stuff rocks!!! I've had it at two different spas and I just love it. It's tart and really unusual. A real treat.,2009-10-28,2009,2009-10,Positive,117,stuff rock two different spa love tart really unusual real treat,3
1566,B001EU5S9S,5,New Favorite,This is my husband's new favorite tea! I'm not huge on hibiscus but this does taste good. I'm sure we'll be buying more.,2012-06-03,2012,2012-06,Positive,120,husband new favorite tea huge hibiscus taste good sure buying,4
1567,B001EU5S9S,5,Nice tea...very strong cranberry flavor,Nice tea. I can steep up too 3 times. It has a strong cranberry flavor. Probably would be good as a cold tea. I recommend if you LOVE cranberry.,2012-03-13,2012,2012-03,Positive,144,nice tea steep time strong cranberry flavor probably would good cold tea recommend love cranberry,4
1568,B001EU5S9S,5,Best Tea Ever,"I found this tea 5 years ago, while staying at a Spa Resort in Washington.<br /><br />I absolutely love it! It's herbal, and helps me to relax with its very flavorful taste and color. Great for colds, as well as clearing the sinus. Soothing, beautiful, and delicious!<br /><br />I have ordered this tea every year, from Amazon.com, because the price is amazing, and well worth it. Likewise, I've given it to others as a gift, when I can afford to.<br /><br />This tea is wonderful with honey, sugar, sweetener, or just by itself! A must purchase for every household. Also great for on-the-road, for tea drinkers.",2011-12-12,2011,2011-12,Positive,612,found tea year ago staying spa resort washington br br absolutely love herbal help relax flavorful taste color great cold well clearing sinus soothing beautiful delicious br br ordered tea every year amazon com price amazing well worth likewise given others gift afford br br tea wonderful honey sugar sweetener must purchase every household also great road tea drinker,4
1569,B001EU5S9S,5,Delicious!,"Love it, love it, love it!  Both me and my 10 year old drink this herbal tea quite often.  Very tasty!",2011-11-16,2011,2011-11,Positive,102,love love love year old drink herbal tea quite often tasty,4
1570,B001EU5S9S,5,Delicious Cup o' Tea,This is very good tea in an elegant sachet. A little pricier than some but produces a wonderful flavor whether you're drinking it hot or cold.,2011-08-25,2011,2011-08,Positive,142,good tea elegant sachet little pricier produce wonderful flavor whether drinking hot cold,4
1571,B00443YFCS,1,product is great price is insane,Found this product for sale on vacation in North Carolina and loved it... great maple flavor!! Walmart sold it for 3.99$ for the 24oz pack. Wish i would have bought some more while I was there because i'm not paying 15$ for what Walmart can sell for 4$. That is just robbery... very disappointed in @#@zon for their insanely high price... If price was reasonable would love to buy more and rate much higher!!,2012-10-15,2012,2012-10,Negative,408,found product sale vacation north carolina loved great maple flavor walmart sold oz pack wish would bought paying walmart sell robbery disappointed zon insanely high price price reasonable would love buy rate much higher,3
1572,B0009QWTMM,2,"Jittery, lacks body","I had high hopes when I ordered this tea, as years ago in San Francisco I used to buy a lovely rose black in Chinatown which was my favorite tea ever. Unfortunately, this blend lacks body and is very high in caffeine. I prefer the opposite, a full-bodied tea I can brew strong without sending my blood pressure through the roof.  But for someone who wants a light tasting tea with a powerful caffeine punch, this might be a good choice.",2009-02-03,2009,2009-02,Negative,436,high hope ordered tea year ago san francisco used buy lovely rose black chinatown favorite tea ever unfortunately blend lack body high caffeine prefer opposite full bodied tea brew strong without sending blood pressure roof someone want light tasting tea powerful caffeine punch might good choice,4
1573,B001CWZXIY,5,High Quality My Dog Enjoys and My Budget Does Too!,"My doggie really likes Newman's Organic better than some other dog foods pet and big-box stores sell. My budget doesn't like Newman's Organic as much as Harmony Farms. It's the compromise that keeps the doggie AND my budget happy.  Because he eats it heartily, I don't worry that he's getting enough high quality food.  Otherwise he won't eat his food and he'll graze in the trash seeking egg shells and bones to fill the void.<br /><br />There's no barfing, digestion problems or accidents. High Quality food means good digestion, a shiny coat, high energy, bright eyes and a good attitude WITHOUT tons of additional elixers, treats or vet bills. A definite cost effective WIN:WIN for doggie AND me.<br /><br />I've had great results with Newman's Dog Food that I orderd through Amazon BUT there's 5 pounds LESS for about the same price.<br /><br />Psst I'm not an organic fanatic, it's the nutritional value that counts for my fur baby and human kids!<br /><br />Update 3/26/2011: Noticed this has jumped to almost THIRTY BUCKS, will opt for Newman's Organic when the costs per pound are the same...my dog likes BOTH Harmony and Newman, my budget likes the one most cost effective at the time of purchase :)<br /><br />Update 5/17/2012: Last batch Of Harmony Farms I ordered had a rancid oil smell when I opened the bag and the pooch wouldn't eat it as readily as he has in the past. He wouldn't eat for a day and started checking out the trash. I subsequently purchased some canned and pouch foods, cooked brown rice etc as mix-ins to ""encourage"" him to make it through this pricey bag. Not sure how this is stored before it arrives to my home, BUT the Texas heat can make anything stale/rancid/yucky quickly. I probably should have called Customer Service but felt the replacement would have the same issue due to the HOT weather here. Definitely exploring hot weather alternatives.",2009-11-29,2009,2009-11,Positive,1886,doggie really like newman organic better dog food pet big box store sell budget like newman organic much harmony farm compromise keep doggie budget happy eats heartily worry getting enough high quality food otherwise eat food graze trash seeking egg shell bone fill void br br barfing digestion problem accident high quality food mean good digestion shiny coat high energy bright eye good attitude without ton additional elixers treat vet bill definite cost effective win win doggie br br great result newman dog food orderd amazon pound less price br br psst organic fanatic nutritional value count fur baby human kid br br update noticed jumped almost thirty buck opt newman organic cost per pound dog like harmony newman budget like one cost effective time purchase br br update last batch harmony farm ordered rancid oil smell opened bag pooch eat readily past eat day started checking trash subsequently purchased canned pouch food cooked brown rice etc mix in encourage make pricey bag sure stored arrives home texas heat make anything stale rancid yucky quickly probably called customer service felt replacement would issue due hot weather definitely exploring hot weather alternative,3
1574,B001CWZXIY,5,This is great dog food!,"A few years back, prompted by the death of one of our dogs due to an inoperable brain tumor, I switched my dogs to foods without corn.  I was convinced, right or wrong, that my animal died needlessly because of an over usage of steriods prescribed to cure her constant ear infections.  I believe, again right or wrong, that the recurring ear infections were caused by an allergy to corn...which turned out to be the main ingredient in her food!  Sorry, I'll get off my soapbox and address the issue at hand...I found this food by accident.  The only type the store had was the weight loss formula.  Turns out my dogs love it!  I haven't seen them so spunky and full of energy.  I've got a coon hound and two jack russells (mine are not the ""bounce off the wall kind"", mine are mellow, laid back kinda dudes!)  They gobble this stuff up and seem to stay full...no more begging in the kitchen than normal! Everyone's skin seems smoother, eyes are brighter, heck, I think I'll go have a bowl!  All I can say, is if you are looking for a good quality dog food, this is the one for you.  YOU WILL NOT BE DISAPPOINTED!",2009-07-31,2009,2009-07,Positive,1112,year back prompted death one dog due inoperable brain tumor switched dog food without corn convinced right wrong animal died needlessly usage steriods prescribed cure constant ear infection believe right wrong recurring ear infection caused allergy corn turned main ingredient food sorry get soapbox address issue hand found food accident type store weight loss formula turn dog love seen spunky full energy got coon hound two jack russell mine bounce wall kind mine mellow laid back kinda dude gobble stuff seem stay full begging kitchen normal everyone skin seems smoother eye brighter heck think go bowl say looking good quality dog food one disappointed,3
1575,B001CWZXIY,5,I would give Harmony Farms extra stars if I could!,"I have a 2 year old Portuguese Water Dog who always seemed to have a sensitive stomach, and a 15 year old Shepherd X dog who was beginning to lose weight, she slept almost all the time, and she was getting very fussy about what she'd eat. (I believe that with a dogs sense of smell they KNOW exactly what is in their food; however they have no choice but to eat what we feed them...just Google what is in most commercial dog foods, and you'll see why your dog may not be thrilled to eat it up...if a dog can detect cancer in a person, they can detect all sorts of other things that aren't supposed to be eaten.) Anyway...I used to feed Purina lamb and rice to my dogs, but I was finding my young Porty was having trouble with it, and my 15 yr old would eat a few bits and then leave her dish. So, I started making their food, and came up with a wonderfully nutritious and tasty recipe. The dogs loved my homemade dog food, and my 15 yr old began putting on weight again, but I didn't always have time to make their food. And, homemade dog food is kind of hard on the wallet. So, I started to research all the natural dog foods out there, compare costs etc. I arrived on Harmony Farms, and guess what...my dogs LOVE it just as much as they love my home made dog food. My young Porty no longer has stomach troubles and she looks great; my 15 yr old finishes her meals and looks for more. Both have shiny coats and energy. No one can believe my old girl is 15 years old. I have told my friends about Harmony Farms dog food, and when they've switched over, they've reported similar positive results. My brother-in-law's dog had always been a very fussy eater, and had skin problems with a thinning coat. When they started to feed her Harmony Farms, she became an eager eater, more happy and outgoing, and her skin and coat condition has completely cleared up (...I'm thinking she had an allergy to whatever was in her other food, which I think was Iams). Other friends have commented on how happy their dogs are at meal time now...and they had all been feeding their dogs premium, top of the line dogs foods AND paying top of the line prices. Harmony Farms products are very reasonably priced. Not the cheapest dog food on the shelf, but, in my opinion, you are buying the best quality food on the market, so it's an incredibly GOOD DEAL! It may also mean you make fewer trips to the veterinarian's office. I and my friends are so happy we have found this food for our dogs. :)",2010-04-16,2010,2010-04,Positive,2473,year old portuguese water dog always seemed sensitive stomach year old shepherd x dog beginning lose weight slept almost time getting fussy eat believe dog sense smell know exactly food however choice eat feed google commercial dog food see dog may thrilled eat dog detect cancer person detect sort thing supposed eaten anyway used feed purina lamb rice dog finding young porty trouble yr old would eat bit leave dish started making food came wonderfully nutritious tasty recipe dog loved homemade dog food yr old began putting weight always time make food homemade dog food kind hard wallet started research natural dog food compare cost etc arrived harmony farm guess dog love much love home made dog food young porty longer stomach trouble look great yr old finish meal look shiny coat energy one believe old girl year old told friend harmony farm dog food switched reported similar positive result brother law dog always fussy eater skin problem thinning coat started feed harmony farm became eager eater happy outgoing skin coat condition completely cleared thinking allergy whatever food think iams friend commented happy dog meal time feeding dog premium top line dog food paying top line price harmony farm product reasonably priced cheapest dog food shelf opinion buying best quality food market incredibly good deal may also mean make fewer trip veterinarian office friend happy found food dog,3
1576,B001CWZXIY,5,Awesome!,"My co-worker that does animal rescue brought in a 'Whole Dog Journal' recently and I was astounded at the feature article for that month which covered dog foods, I had been feeding my dog Beneful which is basically just junk food.  I switched her off immediately, hunted around on Amazon to find an all natural food and this fit the bill, shipping was free which was awesome and my dog LOVES the food, I worried about that b/c I've switched her before and she's been uninterested and I've had to top with gravy, etc.<br /><br />Do your research, it will blow your mind what your pets are eating in regular grocery store dog food, it's typically a high ratio of corn which is a filler.  If you want your pet to live a long and healthy life what they're ingesting should be high up on your list.  I'm glad to have the knowledge now and I really wish I'd looked more into this with my two other dogs years and years ago.",2010-04-06,2010,2010-04,Positive,917,co worker animal rescue brought whole dog journal recently astounded feature article month covered dog food feeding dog beneful basically junk food switched immediately hunted around amazon find natural food fit bill shipping free awesome dog love food worried b c switched uninterested top gravy etc br br research blow mind pet eating regular grocery store dog food typically high ratio corn filler want pet live long healthy life ingesting high list glad knowledge really wish looked two dog year year ago,3
1577,B001CWZXIY,5,Quality dog food delivered to your door!,"No more heavy grocery bags for me -- I've just ordered my first bag of Harmony Farms dog food -- and it was delivered to my door by UPS.  The food is excellent quality -- I bought this product based on its healthy ingredients; the dogs love it and I love Amazon for making it so easy to buy!<br /><br />July 2010 - one of my dogs has had bouts of inflammatory bowel disease:  previously she had to have special food from my vet (Royal Canaan Duck & Potato for the past 4+years) -- She has tolerated, even thrived on, the Harmony Farms food w/o any problems. Each bag of Harmony Farms is about $20 cheaper than the Royal Canaan.  Hard to fight.  I am a believer.<br /><br />The canned food is great, too.<br /><br />September 2011 -- my dog who has had inflammatory bowel disease in the past (verified by surgery) has never felt better -- she is a wire and has the energy of a 2 yr old dog (she is 7); she is not on any daily medication.  This HEALTHY WEIGHT FORMULA has helped her to thrive.  Enough protein, not too much fat seem to do the trick. I highly recommend it.",2010-04-05,2010,2010-04,Positive,1070,heavy grocery bag ordered first bag harmony farm dog food delivered door ups food excellent quality bought product based healthy ingredient dog love love amazon making easy buy br br july one dog bout inflammatory bowel disease previously special food vet royal canaan duck potato past year tolerated even thrived harmony farm food w problem bag harmony farm cheaper royal canaan hard fight believer br br canned food great br br september dog inflammatory bowel disease past verified surgery never felt better wire energy yr old dog daily medication healthy weight formula helped thrive enough protein much fat seem trick highly recommend,3
1578,B001CWZXIY,2,Didn't do well for my dog,I was giving my shihtzu the Fromm Adult Gold dog food. She didn't seem to want to eat it though so I thought I would try something different. I found the Harmony Farms and thought I'd give it a try. She actually liked it. It's cheaper then the other food and it seemed to contain really healthy ingredients. I couldn't believe how she gobbled this up. BUT after having her on this for a week she developed a rash on her stomach. Took her off and the rash went away completely in 2 days. Her hair also wasn't as soft. This kibble did not do well for her.,2011-07-17,2011,2011-07,Negative,553,giving shihtzu fromm adult gold dog food seem want eat though thought would try something different found harmony farm thought give try actually liked cheaper food seemed contain really healthy ingredient believe gobbled week developed rash stomach took rash went away completely day hair also soft kibble well,3
1579,B001CWZXIY,5,"The Cat likes it, too!","I was using Castor and Pollux from Amazon for my dog and I decided to try something different.  My dog dug into this dog food right away!  It has helped to maintain her rough coat so that it is softer and smoother.  And this food really helps keep her weight at a healthy level.<br /><br />I catch my cat sneaking over to my dog's food bowl and eating this food, too.  I have to look into getting her some Harmony Farms!  I can do this because Harmony Farms is really good quality food that is affordable.",2010-01-31,2010,2010-01,Positive,505,using castor pollux amazon dog decided try something different dog dug dog food right away helped maintain rough coat softer smoother food really help keep weight healthy level br br catch cat sneaking dog food bowl eating food look getting harmony farm harmony farm really good quality food affordable,3
1580,B001CWZXIY,5,My fussy Min. Dachshund loves the taste!,"I just ordered this, came today and thought I would just try it, well to my amazement,My little Daisy ate it and wanted more.My little Dog is just 8 yrs but has trouble with Flare-ups with her pancreas, I have to avoid fats and corn with her and she needs more fiber. I have been making her dog food ,but she missed eating the dry,I wondered if it was small enough for her to chew , but it was.",2010-01-04,2010,2010-01,Positive,394,ordered came today thought would try well amazement little daisy ate wanted little dog yr trouble flare ups pancreas avoid fat corn need fiber making dog food missed eating dry wondered small enough chew,3
1581,B001CWZXIY,5,My dogs love it!!!,Had been feeding my 3 hounds Purina One (which they liked) and thought I'd try this since it's not much more and I liked the ingredients. They LOVE it and I plan to order more in the future!,2009-11-04,2009,2009-11,Positive,190,feeding hound purina one liked thought try since much liked ingredient love plan order future,3
1582,B001CWZXIY,5,Passed the taste test!,"Everyone should know this is a healthier dog food than walmart brands, like purina, iams, or god forbid moist & meaty. Ingredients like ground flax seed, peas, whole carrots, whole sweet potatoes, apples, blueberries and probiotics and the lack of sweeteners, by-products, and low-quality corn show this to be true.<br /><br />I just did a taste test with this harmonic farms and my dogs old iams ProActive Health and decided to make the results known. I let him smell both thoroughly without letting him eat at first, and placed the two piles a bit apart. He immediately went for the harmonic farms, finished it and didn't even look at the iams before coming back to me wagging his tail hoping for more.<br /><br />Dogadvisor.com made me aware of my past mistakes in dog food choices and I was hoping to god he would not shy away from the healthy organic stuff like I do. To my great welcome surprise, he didn't! I guess he's a hippie at heart. I on the other hand, will take my nachos bell grande.",2012-01-10,2012,2012-01,Positive,999,everyone know healthier dog food walmart brand like purina iams god forbid moist meaty ingredient like ground flax seed pea whole carrot whole sweet potato apple blueberry probiotic lack sweetener product low quality corn show true br br taste test harmonic farm dog old iams proactive health decided make result known let smell thoroughly without letting eat first placed two pile bit apart immediately went harmonic farm finished even look iams coming back wagging tail hoping br br dogadvisor com made aware past mistake dog food choice hoping god would shy away healthy organic stuff like great welcome surprise guess hippie heart hand take nacho bell grande,3
1583,B001CWZXIY,5,Our ten year old doxie,"Our ten year old doxie...Annie NEVER, that's right, NEVER would eat ANY dry food UNTIL....Harmony Farms Healthy & Holistic Chicken & Brown Rice Adult Dog Food that we bought from you! Every day we are in shock when she finishes each and every nugget of this dry dog food! Amazon...you are truly amazing and we are so grateful that we bought this 17.5 pound bag of Harmony Farms Dog food from you...we'll be ordering again and again from you as soon as we head towards the end of the current bag.  Wow! So happy about this...",2010-12-24,2010,2010-12,Positive,524,ten year old doxie annie never right never would eat dry food harmony farm healthy holistic chicken brown rice adult dog food bought every day shock finish every nugget dry dog food amazon truly amazing grateful bought pound bag harmony farm dog food ordering soon head towards end current bag wow happy,3
1584,B001CWZXIY,5,Excellent for Wheaten Terrier's Sensitive Tummies!,"Harmony Farms produces EXCELLENT dog food products!  Our 8 month soft-coated wheaten terrier is sensitive to gluten, corn meal and other products generally found in the popular  brands.  We were preparing to take him to the vet at about 4 months old b/c he had great difficulty eliminating -- to the point of whining as he would attempt to go.  After more research on the breed we purchased Harmony Farms at a local store -- it was expensive but quickly resolved our puppy's digestive issues.  After 5-8 days on only Harmony Farms products our puppy was happy and healthy!<br /><br />I was so happy to find Harmony Farms on Amazon!  It is more economical AND delivered right to our door.  Our puppy, Connor, eats only Harmony Farms dog food and treats and is a much happier puppy now. Definitely recommend it for soft-coated wheaten terriers and other breeds that have difficulty digesting the popular brands.",2010-07-09,2010,2010-07,Positive,909,harmony farm produce excellent dog food product month soft coated wheaten terrier sensitive gluten corn meal product generally found popular brand preparing take vet month old b c great difficulty eliminating point whining would attempt go research breed purchased harmony farm local store expensive quickly resolved puppy digestive issue day harmony farm product puppy happy healthy br br happy find harmony farm amazon economical delivered right door puppy connor eats harmony farm dog food treat much happier puppy definitely recommend soft coated wheaten terrier breed difficulty digesting popular brand,3
1585,B001CWZXIY,5,My dog now sheds less!,Wish I would have known a long time ago what a difference this dog food makes. My 6 year old Jack Russell has always had the worst shedding problem and I recently read that excessive is a sign of poor nutrition (was feeding her P*urina dog chow). She's only been on this dog food for two weeks and I can noticeably tell a difference in the shedding! She loves the taste and I love the price for such a good quality dog food.,2012-02-15,2012,2012-02,Positive,424,wish would known long time ago difference dog food make year old jack russell always worst shedding problem recently read excessive sign poor nutrition feeding p urina dog chow dog food two week noticeably tell difference shedding love taste love price good quality dog food,3
1586,B001CWZXIY,5,My Dogs Love It,"When I purchased the Harmony Farms Healthy Weight Formula, I had a Mini Dachshund and Jack Russel Terrier.  Both of them love it.  I have added a Shih Tzu to my pack and she loves it, also.  I would highly recommend it to others.  The kibble is just the right size for small dogs.",2010-05-06,2010,2010-05,Positive,280,purchased harmony farm healthy weight formula mini dachshund jack russel terrier love added shih tzu pack love also would highly recommend others kibble right size small dog,3
1587,B001CWZXIY,5,Very Good,"The main ingredients in this dog food are so much better than the ingredients in the common grocery store brands, and it tends to be less expensive than specialty brands.  My dog's coat looks shiny and he seems much healthier since we switched to this food about a year ago.  The other nice thing is that Target sells this brand, so if you ever find yourself at the end of the bag and you haven't ordered more in time, you can stop by Target.",2009-06-19,2009,2009-06,Positive,442,main ingredient dog food much better ingredient common grocery store brand tends less expensive specialty brand dog coat look shiny seems much healthier since switched food year ago nice thing target sell brand ever find end bag ordered time stop target,3
